"bwPf","bwPm","bwf","bwm","bwCFf","bwCFm"
0.416841772982818,0.3313519489987,0.474157058204539,0.253913530293975,0.00117949446718333,0.000264013250918124
0.140003335998585,0.0016442689151228,0.0633060992759454,0.0504678660497079,0.0167927196969345,0.0585510948364135
0.184707479820348,0.233828363671367,0.0041035248985494,0.00225993771700959,0.00111139307182816,0.0102378780015562
0.0536281499475051,0.0471430216452,0.817089351635153,0.71145637195048,0.5990269605665,0.647612959991205
0.769516034368713,0.769716029828812,0.289698563347075,0.445718033929458,0.437454642053277,0.433396103731257
0.411941036759565,0.491799657466929,0.49398228935117,0.454512126800151,0.466466092145322,0.499999249999756
0.478087411493169,0.419341130310485,0.49432437648672,0.49999946187749,0.473433292683614,0.499999379836432
0.499999341290592,0.487204887935303,0.499999517806714,0.484609178723517,0.498460212066836,0.452781774332965
0.345990972388767,0.410622526892505,0.447643851274033,0.41042744966574,0.336961870070887,0.390534347567679
0.347661776848907,0.499999269009515,0.325587016469181,0.442447236336259,0.211952053142418,0.427726390939151
0.225761801106381,0.295788976999577,0.0989507316503838,0.240083345063363,0.456445716789414,0.446338610042998
0.391602595950061,0.285467375406539,0.210342213876966,0.25997838690631,0.498980719260491,0.340283753294053
0.499999324437625,0.404474210854702,0.37671135609933,0.435026052870801,0.499999253409862,0.433639217457179
0.349758833490133,0.499999278665762,0.499999587183308,0.499999520284852,0.499999194236994,0.499999538226572
0.477135190897878,0.477232537515524,0.499999550485812,0.499999564127381,0.499999258451263,0.499999538326818
0.380239461653368,0.499999500515803,0.499999481164103,0.499999664669691,8.82089555076249e-06,0.461581075091011
0.0283461938763751,0.424021260629436,0.346738580051081,0.473101298495161,0.00123878621674073,0.155756353797963
0.177454488305762,0.0771025071082886,0.486029402289731,0.499999792165176,0.000110352222164864,0.0713012808631559
0.0592627046902526,0.364470648058134,0.350056637974063,0.643419123285554,0.0146872229357588,0.539124800928771
0.461218834384595,0.656431113417015,0.479670093411341,0.610354726935685,0.514147890371539,0.297868745491957
0.610033088738475,0.455186610709599,0.199188796217084,0.499999488708686,0.0599605843928861,0.192903258479845
0.240278940212251,0.187566932263184,0.399009027588349,0.498135076046377,0.499999255284413,0.499999381917047
0.4350539224434,0.484710197676285,0.499999453837072,0.462353234604813,0.489694779655805,0.499999426569844
0.426764567597853,0.40239891456975,NA,NA,NA,NA
